GSMID	GSEID	BrendaTerm
GSM646772	GSE26339	adipose tissue
GSM407292	GSE16214	peripheral blood mononuclear cell
GSM407293	GSE16214	peripheral blood mononuclear cell
GSM407290	GSE16214	peripheral blood mononuclear cell
GSM407291	GSE16214	peripheral blood mononuclear cell
GSM407296	GSE16214	peripheral blood mononuclear cell
GSM407297	GSE16214	peripheral blood mononuclear cell
GSM407294	GSE16214	peripheral blood mononuclear cell
GSM407295	GSE16214	peripheral blood mononuclear cell
GSM407298	GSE16214	peripheral blood mononuclear cell
GSM407299	GSE16214	peripheral blood mononuclear cell
GSM413571	GSE16451, GSE16452	SK-N-BE(2)C cell
GSM646773	GSE26339	adipose tissue
GSM97849	GSE4290	brain
GSM494159	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494158	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494151	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494150	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494153	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494152	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494155	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494154	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494157	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494156	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM300209	GSE11882	hippocampus
GSM300208	GSE11882	entorhinal cortex
GSM646777	GSE26339	adipose tissue
GSM526680	GSE21066	breast epithelial cell, MCF-10A cell, uterine endometrial cancer cell, Ishikawa cell
GSM347637	GSE13818	carcinoma cell line, renal cell carcinoma cell
GSM333438	GSE13205	skeletal muscle
GSM333439	GSE13205	skeletal muscle
GSM249889	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249888	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249886	GSE9890, GSE9899	endometrioid carcinoma cell
GSM249885	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249884	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249883	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM433000	GSE17306	plasma cell
GSM433001	GSE17306	plasma cell
GSM433002	GSE17306	plasma cell
GSM433003	GSE17306	plasma cell
GSM433004	GSE17306	plasma cell
GSM433005	GSE17306	plasma cell
GSM433006	GSE17306	plasma cell
GSM433007	GSE17306	plasma cell
GSM433008	GSE17306	plasma cell
GSM433009	GSE17306	plasma cell
GSM342801	GSE13070	skeletal muscle
GSM342800	GSE13070	adipose tissue
GSM342805	GSE13070	adipose tissue
GSM342807	GSE13070	skeletal muscle
GSM342806	GSE13070	adipose tissue
GSM230360	GSE9101	macrophage
GSM297891	GSE11761	peripheral blood mononuclear cell
GSM297890	GSE11761	peripheral blood mononuclear cell
GSM300298	GSE11882	hippocampus
GSM300293	GSE11882	entorhinal cortex
GSM300290	GSE11882	hippocampus
GSM300297	GSE11882	entorhinal cortex
GSM300294	GSE11882	hippocampus
GSM297765	GSE11755	monocyte
GSM297764	GSE11755	monocyte
GSM297766	GSE11755	monocyte
GSM297761	GSE11755	lymphocyte
GSM297760	GSE11755	lymphocyte
GSM297763	GSE11755	monocyte
GSM297762	GSE11755	lymphocyte
GSM297769	GSE11755	lymphocyte
GSM538972	GSE21589	lymph node
GSM538973	GSE21589	lymph node
GSM333436	GSE13205	skeletal muscle
GSM501130	GSE20037	cervical carcinoma cell, HeLa cell
GSM333437	GSE13205	skeletal muscle
GSM488028	GSE19578	brain
GSM488029	GSE19578	brain
GSM407257	GSE16214	peripheral blood mononuclear cell
GSM662664	GSE26906	colon
GSM662669	GSE26906	colon
GSM449232	GSE17951	prostate gland
GSM449233	GSE17951	prostate gland
GSM449230	GSE17951	prostate gland
GSM449231	GSE17951	prostate gland
GSM449236	GSE17951	prostate gland
GSM449237	GSE17951	prostate gland
GSM449234	GSE17951	prostate gland
GSM449235	GSE17951	prostate gland
GSM449238	GSE17951	prostate gland
GSM449239	GSE17951	prostate gland
GSM542579	GSE21774	natural killer cell, peripheral blood mononuclear cell
GSM542578	GSE21774	natural killer cell, peripheral blood mononuclear cell
GSM280993	GSE11135	Hep-G2 cell
GSM483393	GSE19429	hematopoietic stem cell, bone marrow
GSM531638	GSE21261	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM531639	GSE21261	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM189459	GSE7808	cauda epididymis
GSM189458	GSE7808	corpus epididymis
GSM189455	GSE7808	corpus epididymis
GSM189454	GSE7807	monocyte
GSM189457	GSE7808	caput epididymis
GSM189456	GSE7808	cauda epididymis
GSM189451	GSE7807	monocyte
GSM189450	GSE7807	monocyte
GSM189453	GSE7807	monocyte
GSM189452	GSE7807	monocyte
GSM357861	GSE14328	kidney
GSM357860	GSE14328	kidney
GSM357863	GSE14328	kidney
GSM357862	GSE14328	kidney
GSM470005	GSE19667	respiratory epithelium cell
GSM470004	GSE19667	respiratory epithelium cell
GSM470007	GSE19667	respiratory epithelium cell
GSM470006	GSE19667	respiratory epithelium cell
GSM470001	GSE19667	respiratory epithelium cell
GSM470000	GSE19667	respiratory epithelium cell
GSM470003	GSE19667	respiratory epithelium cell
GSM470002	GSE19667	respiratory epithelium cell
GSM470009	GSE19667	respiratory epithelium cell
GSM470008	GSE19667	respiratory epithelium cell
GSM491610	GSE19697	breast
GSM280999	GSE11135	mononuclear cell, chronic lymphocytic leukemia cell
GSM18431	GSE1145	heart, cardiac muscle
GSM18436	GSE1145	heart, cardiac muscle
GSM516710	GSE20565	ovarian serous carcinoma cell
GSM516715	GSE20565	ovarian serous carcinoma cell
GSM559616	GSE22544, GSE22840	breast
GSM559617	GSE22544, GSE22840	breast
GSM559618	GSE22544, GSE22840	breast
GSM559619	GSE22544, GSE22840	breast
GSM101110	GSE11952, GSE4498, GSE5058, GSE8545	respiratory epithelium cell, alveolar macrophage
GSM101111	GSE11952, GSE19407, GSE4498, GSE5058, GSE8545	respiratory epithelium cell, alveolar macrophage
GSM101112	GSE4498, GSE5058	respiratory epithelium cell
GSM101113	GSE11952, GSE19407, GSE4498, GSE5058, GSE8545	respiratory epithelium cell, alveolar macrophage
GSM101114	GSE11952, GSE19407, GSE4498, GSE5058, GSE8545	respiratory epithelium cell, alveolar macrophage
GSM101115	GSE11952, GSE19407, GSE19667, GSE4498, GSE5058, GSE8545	respiratory epithelium cell, alveolar macrophage
GSM101116	GSE11952, GSE19407, GSE19667, GSE4498, GSE5058, GSE8545	respiratory epithelium cell, alveolar macrophage
GSM178510	GSE7392	kidney
GSM178511	GSE7392	kidney
GSM494241	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494240	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM494243	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM550868	GSE22148	sputum
GSM550869	GSE22148	sputum
GSM550862	GSE22148	sputum
GSM550863	GSE22148	sputum
GSM550860	GSE22148	sputum
GSM550861	GSE22148	sputum
GSM550866	GSE22148	sputum
GSM550867	GSE22148	sputum
GSM550864	GSE22148	sputum
GSM550865	GSE22148	sputum
GSM300900	GSE13933	respiratory epithelium cell, trachea
GSM300907	GSE13933	respiratory epithelium cell, trachea
GSM300905	GSE13933	respiratory epithelium cell, trachea
GSM523839	GSE20950	subcutaneous adipose tissue, adipose tissue
GSM446066	GSE17855, GSE22056	acute myeloid leukemia cell
GSM446067	GSE17855, GSE22056	acute myeloid leukemia cell
GSM446064	GSE17855, GSE22056	acute myeloid leukemia cell
GSM446065	GSE17855, GSE22056	acute myeloid leukemia cell
GSM446062	GSE17855, GSE22056	acute myeloid leukemia cell
GSM446063	GSE17855, GSE22056	acute myeloid leukemia cell
GSM446060	GSE17855, GSE22056	acute myeloid leukemia cell
GSM446061	GSE17855, GSE22056	acute myeloid leukemia cell
GSM119357	GSE5264	bronchial epithelial cell
GSM446068	GSE17855, GSE22056	acute myeloid leukemia cell
GSM119356	GSE5264	bronchial epithelial cell
GSM662778	GSE26910	breast
GSM662779	GSE26910	breast
GSM662775	GSE26910	breast
GSM249766	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249767	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249762	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249763	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249760	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249769	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM260671	GSE10315	bone marrow, mesenchymal stem cell
GSM260670	GSE10315	bone marrow, mesenchymal stem cell
GSM260673	GSE10315	bone marrow, mesenchymal stem cell
GSM260672	GSE10315	bone marrow, mesenchymal stem cell
GSM260675	GSE10315	bone marrow, mesenchymal stem cell
GSM260674	GSE10315	bone marrow, mesenchymal stem cell
GSM260677	GSE10315	bone marrow, mesenchymal stem cell
GSM260676	GSE10315	bone marrow, mesenchymal stem cell
GSM260679	GSE10315	bone marrow, mesenchymal stem cell
GSM260678	GSE10315	bone marrow, mesenchymal stem cell
GSM400699	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400698	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400693	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400692	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400691	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400690	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400695	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM400694	GSE16015	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM407313	GSE16214	peripheral blood mononuclear cell
GSM407312	GSE16214	peripheral blood mononuclear cell
GSM407311	GSE16214	peripheral blood mononuclear cell
GSM407310	GSE16214	peripheral blood mononuclear cell
GSM194079	GSE7888	mesenchymal stem cell, bone marrow
GSM194078	GSE7888	mesenchymal stem cell, bone marrow
GSM194075	GSE7888	mesenchymal stem cell, bone marrow
GSM194077	GSE7888	mesenchymal stem cell, bone marrow
GSM194076	GSE7888	mesenchymal stem cell, bone marrow
GSM352857	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352856	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352855	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352854	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352853	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352852	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352851	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352850	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352859	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM352858	GSE14062	acute lymphoblastic leukemia cell, leukocyte, bone marrow
GSM261236	GSE10334	gingiva
GSM261237	GSE10334	gingiva
GSM261234	GSE10334	gingiva
GSM261235	GSE10334	gingiva
GSM261232	GSE10334	gingiva
GSM261233	GSE10334	gingiva
GSM261230	GSE10334	gingiva
GSM261231	GSE10334	gingiva
GSM261238	GSE10334	gingiva
GSM261239	GSE10334	gingiva
GSM387565	GSE12195	lymph node
GSM387567	GSE12195	lymph node
GSM387566	GSE12195	lymph node
GSM387569	GSE12195	lymph node
GSM387568	GSE12195	lymph node
GSM309053	GSE12293	prefrontal cortex
GSM309052	GSE12293	prefrontal cortex
GSM309051	GSE12293	prefrontal cortex
GSM309050	GSE12293	prefrontal cortex, brain endothelium
GSM338291	GSE13396	bronchial epithelial cell
GSM338290	GSE13396	bronchial epithelial cell
GSM338293	GSE13396	bronchial epithelial cell
GSM338292	GSE13396	bronchial epithelial cell
GSM317935	GSE12662	bone marrow
GSM317934	GSE12662	bone marrow
GSM317933	GSE12662	bone marrow
GSM413561	GSE16450, GSE16452	SK-N-BE(2)C cell
GSM85509	GSE3744	breast
GSM85508	GSE3744	breast
GSM413560	GSE16450, GSE16452	SK-N-BE(2)C cell
GSM85503	GSE3744	breast
GSM85502	GSE3744	breast
GSM85501	GSE3744	breast
GSM85500	GSE3744	breast
GSM85507	GSE3744	breast
GSM85506	GSE3744	breast
GSM85505	GSE3744	breast
GSM85504	GSE3744	breast
GSM553612	GSE22229	blood
GSM654655	GSE26599	breast epithelial cell, HB4a cell
GSM553618	GSE22229	blood
GSM553619	GSE22229	blood
GSM159169	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM281883	GSE11190	liver
GSM281882	GSE11190	liver
GSM281881	GSE11190	liver
GSM281887	GSE11190	liver
GSM281884	GSE11190	liver
GSM281888	GSE11190	liver
GSM559058	GSE22513	breast
GSM159160	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM159161	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM559050	GSE22513	breast
GSM559051	GSE22513	breast
GSM559052	GSE22513	breast
GSM559053	GSE22513	breast
GSM559054	GSE22513	breast
GSM202206	GSE8167	stomach
GSM559056	GSE22513	breast
GSM559057	GSE22513	breast
GSM202207	GSE8167	stomach
GSM202200	GSE8167	stomach
GSM159165	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM415387	GSE16538	lung
GSM159166	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM415389	GSE16538	lung
GSM159167	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM252876	GSE10006, GSE11952, GSE13933, GSE19407, GSE19667	respiratory epithelium cell, alveolar macrophage
GSM252877	GSE10006	respiratory epithelium cell
GSM252874	GSE10006, GSE13933	respiratory epithelium cell
GSM252875	GSE10006	respiratory epithelium cell
GSM252872	GSE10006, GSE13933	respiratory epithelium cell
GSM252873	GSE10006	respiratory epithelium cell
GSM252870	GSE10006	respiratory epithelium cell
GSM252871	GSE10006, GSE11952, GSE13933, GSE19407, GSE19667	respiratory epithelium cell, alveolar macrophage
GSM252878	GSE10006, GSE11952	respiratory epithelium cell, alveolar macrophage
GSM252879	GSE10006, GSE11952, GSE13933, GSE19407, GSE19667, GSE8545	respiratory epithelium cell, alveolar macrophage
GSM523383	GSE20916	colon
GSM523382	GSE20916	colon
GSM489353	GSE19627	monocyte
GSM489352	GSE19627	monocyte
GSM578908	GSE23604	peripheral blood
GSM364629	GSE14580, GSE16879	colon
GSM364628	GSE14580, GSE16879	colon
GSM364627	GSE14580, GSE16879	colon
GSM320618	GSE12777, GSE12790	breast cancer cell line
GSM320619	GSE12777, GSE12790	breast cancer cell line
GSM578901	GSE23604	peripheral blood
GSM320610	GSE12777, GSE12790	MDA-MB-231 cell
GSM320611	GSE12777, GSE12790	SK-BR-3 cell
GSM320612	GSE12777, GSE12790	T-47D cell
GSM320613	GSE12777, GSE12790	breast cancer cell line
GSM320614	GSE12777, GSE12790	breast cancer cell line
GSM320615	GSE12777, GSE12790	breast cancer cell line
GSM320616	GSE12777, GSE12790	breast cancer cell line
GSM320617	GSE12777, GSE12790	breast cancer cell line
GSM262168	GSE10358	bone marrow
GSM494588	GSE19804	lung
GSM494589	GSE19804	lung
GSM494583	GSE19804	lung
GSM494580	GSE19804	lung
GSM494581	GSE19804	lung
GSM494586	GSE19804	lung
GSM494587	GSE19804	lung
GSM494584	GSE19804	lung
GSM494585	GSE19804	lung
GSM155695	GSE6791	tongue
GSM155692	GSE6791	pharynx
GSM155693	GSE6791	tongue
GSM155691	GSE6791	pharynx
GSM155698	GSE6791	tongue
GSM95487	GSE4183	colon
GSM95483	GSE4183	colon
GSM95482	GSE4183	colon
GSM95481	GSE4183	colon
GSM95480	GSE4183	colon
GSM95489	GSE4183	colon
GSM95488	GSE4183	colon
GSM494630	GSE19804	lung
GSM494631	GSE19804	lung
GSM494632	GSE19804	lung
GSM494633	GSE19804	lung
GSM494634	GSE19804	lung
GSM494635	GSE19804	lung
GSM494636	GSE19804	lung
GSM494637	GSE19804	lung
GSM494638	GSE19804	lung
GSM494639	GSE19804	lung
GSM181589	GSE7500	NT2/D1 cell
GSM143717	GSE6257	lymphatic endothelial cell
GSM452197	GSE18088	colon
GSM452196	GSE18088	colon
GSM373315	GSE14951	liver
GSM373314	GSE14951	liver
GSM452195	GSE18088	colon
GSM452193	GSE18088	colon
GSM452192	GSE18088	colon
GSM386496	GSE15400	lung fibroblast cell line
GSM386494	GSE15400	lung fibroblast cell line
GSM386495	GSE15400	lung fibroblast cell line
GSM386492	GSE15400	skin fibroblast cell line
GSM386493	GSE15400	skin fibroblast cell line
GSM386491	GSE15400	skin fibroblast cell line
GSM452190	GSE18088	colon
GSM494247	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM300000	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM300007	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM300004	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM300009	GSE11877	peripheral blood, acute lymphoblastic leukemia cell
GSM494246	GSE19784	multiple myeloma cell, plasma cell, bone marrow
GSM483447	GSE19429	hematopoietic stem cell, bone marrow
GSM483446	GSE19429	hematopoietic stem cell, bone marrow
GSM483445	GSE19429	hematopoietic stem cell, bone marrow
GSM483444	GSE19429	hematopoietic stem cell, bone marrow
GSM483443	GSE19429	hematopoietic stem cell, bone marrow
GSM483442	GSE19429	hematopoietic stem cell, bone marrow
GSM483441	GSE19429	hematopoietic stem cell, bone marrow
GSM483440	GSE19429	hematopoietic stem cell, bone marrow
GSM483449	GSE19429	hematopoietic stem cell, bone marrow
GSM483448	GSE19429	hematopoietic stem cell, bone marrow
GSM212854	GSE8581	lung
GSM212855	GSE8581	lung
GSM447722	GSE17920	Hodgkin lymphoma cell
GSM447723	GSE17920	Hodgkin lymphoma cell
GSM447720	GSE17920	Hodgkin lymphoma cell
GSM447721	GSE17920	Hodgkin lymphoma cell
GSM447726	GSE17920	Hodgkin lymphoma cell
GSM447727	GSE17920	Hodgkin lymphoma cell
GSM447724	GSE17920	Hodgkin lymphoma cell
GSM447725	GSE17920	Hodgkin lymphoma cell
GSM447728	GSE17920	Hodgkin lymphoma cell
GSM447729	GSE17920	Hodgkin lymphoma cell
GSM726252	GSE10358	bone marrow
GSM726253	GSE10358	bone marrow
GSM726250	GSE10358	bone marrow
GSM726251	GSE10358	bone marrow
GSM726256	GSE10358	bone marrow
GSM726257	GSE10358	bone marrow
GSM726254	GSE10358	bone marrow
GSM726255	GSE10358	bone marrow
GSM726258	GSE10358	bone marrow
GSM726259	GSE10358	bone marrow
GSM342608	GSE13070	skeletal muscle
GSM647597	GSE26378	blood
GSM215059	GSE8671	colon
GSM215058	GSE8671	colon
GSM215055	GSE8671	colon
GSM215054	GSE8671	colon
GSM215057	GSE8671	colon
GSM215056	GSE8671	colon
GSM215051	GSE8671	colon
GSM215053	GSE8671	colon
GSM215052	GSE8671	colon
GSM472025	GSE19069	T-cell lymphoma cell
GSM472024	GSE19069	T-cell lymphoma cell
GSM472027	GSE19069	T-cell lymphoma cell
GSM472026	GSE19069	T-cell lymphoma cell
GSM472023	GSE19069	T-cell lymphoma cell
GSM472029	GSE19069	T-cell lymphoma cell
GSM472028	GSE19069	T-cell lymphoma cell
GSM277776	GSE10971	oviduct
GSM277777	GSE10971	oviduct
GSM277778	GSE10971	oviduct
GSM277779	GSE10971	oviduct
GSM298956	GSE11831	colon
GSM298953	GSE11831	colon
GSM298952	GSE11831	colon
GSM298951	GSE11831	colon
GSM298950	GSE11831	colon
GSM298958	GSE11831	colon
GSM432979	GSE17306	plasma cell
GSM432978	GSE17306	plasma cell
GSM432977	GSE17306	plasma cell
GSM432976	GSE17306	plasma cell
GSM432975	GSE17306	plasma cell
GSM432974	GSE17306	plasma cell
GSM432973	GSE17306	plasma cell
GSM432972	GSE17306	plasma cell
GSM432971	GSE17306	plasma cell
GSM432970	GSE17306	plasma cell
GSM85474	GSE3744	breast
GSM423030	GSE16879	colon
GSM423031	GSE16879	colon
GSM423032	GSE16879	colon
GSM423033	GSE16879	colon
GSM423034	GSE16879	colon
GSM423035	GSE16879	colon
GSM423036	GSE16879	colon
GSM423037	GSE16879	colon
GSM18451	GSE1145	heart, cardiac muscle
GSM18450	GSE1145	heart, cardiac muscle
GSM143549	GSE6222	liver
GSM251626	GSE9951	prostate gland
GSM251627	GSE9951	prostate gland
GSM251624	GSE9951	prostate gland
GSM251625	GSE9951	prostate gland
GSM251622	GSE9951	prostate gland
GSM251623	GSE9951	prostate gland
GSM251620	GSE9951	prostate gland
GSM251621	GSE9951	prostate gland
GSM258900	GSE10445	lung
GSM258901	GSE10445	lung
GSM258902	GSE10445	lung
GSM258903	GSE10445	lung
GSM258904	GSE10445	lung
GSM258905	GSE10445	lung
GSM251629	GSE9951	prostate gland
GSM678807	GSE27473	MCF-7 cell
GSM678806	GSE27473	MCF-7 cell
GSM678805	GSE27473	MCF-7 cell
GSM678804	GSE27473	MCF-7 cell
GSM678803	GSE27473	MCF-7 cell
GSM678802	GSE27473	MCF-7 cell
GSM326147	GSE13234	T-lymphocyte
GSM326148	GSE13234	T-lymphocyte
GSM326149	GSE13234	T-lymphocyte
GSM407164	GSE16214	peripheral blood mononuclear cell
GSM407165	GSE16214	peripheral blood mononuclear cell
GSM407166	GSE16214	peripheral blood mononuclear cell
GSM407167	GSE16214	peripheral blood mononuclear cell
GSM407160	GSE16214	peripheral blood mononuclear cell
GSM407161	GSE16214	peripheral blood mononuclear cell
GSM407162	GSE16214	peripheral blood mononuclear cell
GSM407163	GSE16214	peripheral blood mononuclear cell
GSM407168	GSE16214	peripheral blood mononuclear cell
GSM407169	GSE16214	peripheral blood mononuclear cell
GSM298236	GSE11952, GSE13933, GSE19407, GSE19667	respiratory epithelium cell, alveolar macrophage
GSM298237	GSE11952, GSE19407, GSE19667	respiratory epithelium cell, alveolar macrophage
GSM298234	GSE11952, GSE19407, GSE19667	respiratory epithelium cell, alveolar macrophage
GSM298235	GSE11952, GSE13933, GSE19407, GSE19667	respiratory epithelium cell, alveolar macrophage
GSM298238	GSE11952, GSE19407	respiratory epithelium cell, alveolar macrophage
GSM298239	GSE11952, GSE19407, GSE19667	respiratory epithelium cell, alveolar macrophage
GSM419989	GSE16755	macrophage
GSM419988	GSE16755	macrophage
GSM419987	GSE16755	macrophage
GSM361240	GSE10846	lymph node
GSM361241	GSE10846	lymph node
GSM361242	GSE10846	lymph node
GSM361243	GSE10846	lymph node
GSM361244	GSE10846	lymph node
GSM158738	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158739	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158732	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158733	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158730	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158731	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158736	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158737	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158734	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM158735	GSE14468	mononuclear cell, blast cell, acute myeloid leukemia cell
GSM343828	GSE13670	macrophage
GSM343829	GSE13670	macrophage
GSM343820	GSE13670	macrophage
GSM343821	GSE13670	macrophage
GSM343822	GSE13670	macrophage
GSM343823	GSE13670	macrophage
GSM343824	GSE13670	macrophage
GSM343825	GSE13670	macrophage
GSM343826	GSE13670	macrophage
GSM343827	GSE13670	macrophage
GSM371439	GSE14879	anaplastic large cell lymphoma cell
GSM572804	GSE23343	liver
GSM572805	GSE23343	liver
GSM572806	GSE23343	liver
GSM572807	GSE23343	liver
GSM572800	GSE23343	liver
GSM572801	GSE23343	liver
GSM262068	GSE10358, GSE12662	bone marrow
GSM262069	GSE10358, GSE12662	bone marrow
GSM262066	GSE10358, GSE12662	bone marrow
GSM262067	GSE10358, GSE12662	bone marrow
GSM262064	GSE10358, GSE12662	bone marrow
GSM262065	GSE10358, GSE12662	bone marrow
GSM262062	GSE10358, GSE12662	bone marrow
GSM262063	GSE10358, GSE12662	bone marrow
GSM262060	GSE10358, GSE12662	bone marrow
GSM262061	GSE10358	bone marrow
GSM275156	GSE10846, GSE17372	lymph node
GSM275157	GSE10846	lymph node
GSM275154	GSE10846, GSE17372	lymph node
GSM275155	GSE10846, GSE17372	lymph node
GSM275152	GSE10846, GSE17372	lymph node
GSM275153	GSE10846, GSE17372	lymph node
GSM287467	GSE11375	blood
GSM287466	GSE11375	blood
GSM287465	GSE11375	blood
GSM287464	GSE11375	blood
GSM287462	GSE11375	blood
GSM287461	GSE11375	blood
GSM249807	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249805	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249804	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249803	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249802	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249801	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249809	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM249808	GSE9890, GSE9899	ovarian serous carcinoma cell
GSM726205	GSE10358	bone marrow
GSM342677	GSE13070	skeletal muscle
GSM726207	GSE10358	bone marrow
GSM726206	GSE10358	bone marrow
GSM654678	GSE26599	breast epithelial cell, HB4a cell
GSM654679	GSE26599	breast epithelial cell, HB4a cell
GSM654676	GSE26599	breast epithelial cell, HB4a cell
GSM654677	GSE26599	breast epithelial cell, HB4a cell
GSM654674	GSE26599	breast epithelial cell, HB4a cell
GSM654675	GSE26599	breast epithelial cell, HB4a cell
GSM654672	GSE26599	breast epithelial cell, HB4a cell
GSM654673	GSE26599	breast epithelial cell, HB4a cell
GSM654670	GSE26599	breast epithelial cell, HB4a cell
GSM654671	GSE26599	breast epithelial cell, HB4a cell
GSM342882	GSE13070	skeletal muscle
GSM342888	GSE13070	skeletal muscle
GSM726202	GSE10358	bone marrow
GSM85221	GSE3678	thyroid gland
GSM387136	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387137	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387134	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387135	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387132	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387133	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387130	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387131	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM388111	GSE15471	pancreas
GSM388110	GSE15471	pancreas
GSM388113	GSE15471	pancreas
GSM388112	GSE15471	pancreas
GSM388115	GSE15471	pancreas
GSM388114	GSE15471	pancreas
GSM387138	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM387139	GSE15434	mononuclear cell, acute myeloid leukemia cell, bone marrow
GSM119623	GSE5281	entorhinal cortex
GSM119622	GSE5281	entorhinal cortex
GSM119621	GSE5281	entorhinal cortex
GSM119620	GSE5281	entorhinal cortex
GSM119627	GSE5281	entorhinal cortex
GSM119626	GSE5281	entorhinal cortex
GSM119625	GSE5281	entorhinal cortex
GSM119624	GSE5281	entorhinal cortex
GSM119629	GSE5281	hippocampus
GSM119628	GSE5281	hippocampus
GSM97963	GSE4290	brain
GSM300214	GSE11882	entorhinal cortex
GSM300215	GSE11882	hippocampus
GSM300218	GSE11882	entorhinal cortex
GSM300219	GSE11882	hippocampus
GSM386261	GSE15389, GSE15396	peripheral blood mononuclear cell
